CarID,Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
3651,244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2011 Nissan Frontier Crew Cab S,Nissan,2011 Nissan Frontier,2011,261,281
3652,234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier King Cab SV V6 AT,Nissan,2011 Nissan Frontier,2011,261,281
3653,244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier Crew Cab S AT,Nissan,2011 Nissan Frontier,2011,261,281
3654,244,196,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier Crew Cab SV V6 Long Bed,Nissan,2011 Nissan Frontier,2011,261,281
3655,244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier Crew Cab SV V6 AT,Nissan,2011 Nissan Frontier,2011,261,281
3656,85,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier Crew Cab SL 4x4,Nissan,2011 Nissan Frontier,2011,261,281
3657,244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,20,Manual transmission,2011 Nissan Frontier Crew Cab SV V6 4x4,Nissan,2011 Nissan Frontier,2011,261,281
3658,234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier King Cab PRO-4X 4x4 AT,Nissan,2011 Nissan Frontier,2011,261,281
3659,244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier Crew Cab S 4x4 AT,Nissan,2011 Nissan Frontier,2011,261,281
3660,85,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier Crew Cab SL,Nissan,2011 Nissan Frontier,2011,261,281
3661,244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2011 Nissan Frontier Crew Cab SV V6,Nissan,2011 Nissan Frontier,2011,261,281
3662,244,196,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier Crew Cab SV V6 Long Bed 4x4,Nissan,2011 Nissan Frontier,2011,261,281
3663,208,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2011 Nissan Frontier King Cab SV 4-cylinder AT,Nissan,2011 Nissan Frontier,2011,152,171
3664,57,196,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier Crew Cab SL Long Bed,Nissan,2011 Nissan Frontier,2011,261,281
3665,234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2011 Nissan Frontier King Cab SV V6,Nissan,2011 Nissan Frontier,2011,261,281
3666,244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier Crew Cab PRO-4X 4x4 AT,Nissan,2011 Nissan Frontier,2011,261,281
3667,244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,20,Manual transmission,2011 Nissan Frontier Crew Cab S 4x4,Nissan,2011 Nissan Frontier,2011,261,281
3668,244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Nissan Frontier Crew Cab PRO-4X,Nissan,2011 Nissan Frontier,2011,261,281
3669,244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier Crew Cab SV V6 4x4 AT,Nissan,2011 Nissan Frontier,2011,261,281
3670,234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,20,Manual transmission,2011 Nissan Frontier King Cab PRO-4X 4x4,Nissan,2011 Nissan Frontier,2011,261,281
3671,234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,20,Manual transmission,2011 Nissan Frontier King Cab SV V6 4x4,Nissan,2011 Nissan Frontier,2011,261,281
3672,208,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2011 Nissan Frontier King Cab S AT,Nissan,2011 Nissan Frontier,2011,152,171
3673,73,196,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Nissan Frontier Crew Cab SL 4x4 Long Bed,Nissan,2011 Nissan Frontier,2011,261,281
3674,244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,20,Manual transmission,2011 Nissan Frontier Crew Cab PRO-4X 4x4,Nissan,2011 Nissan Frontier,2011,261,281
3675,244,127,57,Rear-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Suzuki Equator Sport Crew Cab,Suzuki,2010 Suzuki Equator,2010,261,281
3676,244,214,57,Rear-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Suzuki Equator Sport Crew Cab Long Bed,Suzuki,2010 Suzuki Equator,2010,261,281
3677,244,214,57,Four-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Suzuki Equator Sport Crew Cab Long Bed 4x4,Suzuki,2010 Suzuki Equator,2010,261,281
3678,244,127,57,Four-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Suzuki Equator RMZ-4 Sport Crew Cab,Suzuki,2010 Suzuki Equator,2010,261,281
3679,208,127,57,Rear-wheel drive,Suzuki 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Manual,19,Gasoline,23,Manual transmission,2010 Suzuki Equator Extended Cab,Suzuki,2010 Suzuki Equator,2010,152,171
3680,208,127,57,Rear-wheel drive,Suzuki 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Manual,19,Gasoline,23,Manual transmission,2010 Suzuki Equator Comfort Extended Cab,Suzuki,2010 Suzuki Equator,2010,152,171
3681,208,127,57,Rear-wheel drive,Suzuki 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Manual,19,Gasoline,23,Manual transmission,2010 Suzuki Equator Premium Extended Cab,Suzuki,2010 Suzuki Equator,2010,152,171
3682,234,127,57,Rear-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Suzuki Equator Sport Extended Cab,Suzuki,2010 Suzuki Equator,2010,261,281
3683,234,127,57,Four-wheel drive,Suzuki 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,19,Automatic transmission,2010 Suzuki Equator Sport Extended Cab 4x4,Suzuki,2010 Suzuki Equator,2010,261,281
3684,132,172,29,All-wheel drive,Subaru 3.6L 6 cylinder 256 hp 247 ft-lbs,TRUE,5,5 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Subaru Outback 3.6R,Subaru,2010 Subaru Outback,2010,256,247
3685,132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2010 Subaru Outback 2.5i,Subaru,2010 Subaru Outback,2010,170,170
3686,132,172,29,All-wheel drive,Subaru 2.5L 4 cylinder 170 hp 170 ft-lbs,TRUE,6,6 Speed Manual,19,Gasoline,27,Manual transmission,2010 Subaru Outback 2.5i Premium,Subaru,2010 Subaru Outback,2010,170,170
3687,82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,223,Automatic transmission,2011 Chevrolet Silverado 1500 Hybrid 1HY,Chevrolet,2011 Chevrolet Silverado 1500 Hybrid,2011,332,367
3688,82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,23,Automatic transmission,2011 Chevrolet Silverado 1500 Hybrid 2HY,Chevrolet,2011 Chevrolet Silverado 1500 Hybrid,2011,332,367
3689,82,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,23,Automatic transmission,2011 Chevrolet Silverado 1500 Hybrid 1HY 4WD,Chevrolet,2011 Chevrolet Silverado 1500 Hybrid,2011,332,367
3690,82,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,23,Automatic transmission,2011 Chevrolet Silverado 1500 Hybrid 2HY 4WD,Chevrolet,2011 Chevrolet Silverado 1500 Hybrid,2011,332,367
3691,82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2010 Chevrolet Silverado 1500 Hybrid 1HY,Chevrolet,2010 Chevrolet Silverado 1500 Hybrid,2010,332,367
3692,82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2010 Chevrolet Silverado 1500 Hybrid 2HY,Chevrolet,2010 Chevrolet Silverado 1500 Hybrid,2010,332,367
3693,79,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2010 Chevrolet Silverado 1500 Hybrid 1HY 4WD,Chevrolet,2010 Chevrolet Silverado 1500 Hybrid,2010,332,367
3694,79,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2010 Chevrolet Silverado 1500 Hybrid 2HY 4WD,Chevrolet,2010 Chevrolet Silverado 1500 Hybrid,2010,332,367
3695,82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2009 Chevrolet Silverado 1500 Hybrid 1HY,Chevrolet,2009 Chevrolet Silverado 1500 Hybrid,2009,332,367
3696,82,207,240,Rear-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,21,Gasoline,22,Automatic transmission,2009 Chevrolet Silverado 1500 Hybrid 2HY,Chevrolet,2009 Chevrolet Silverado 1500 Hybrid,2009,332,367
3697,79,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,20,Automatic transmission,2009 Chevrolet Silverado 1500 Hybrid 1HY 4WD,Chevrolet,2009 Chevrolet Silverado 1500 Hybrid,2009,332,367
3698,79,207,240,Four-wheel drive,Chevrolet 6.0L 8 Cylinder 332 hp 367 ft-lbs Hybrid,TRUE,4,4 Speed Automatic,20,Gasoline,20,Automatic transmission,2009 Chevrolet Silverado 1500 Hybrid 2HY 4WD,Chevrolet,2009 Chevrolet Silverado 1500 Hybrid,2009,332,367
3699,158,148,19,Rear-wheel drive,Suzuki 3.2L 6 Cylinder 230 hp 213 ft-lbs,TRUE,5,5 Speed Automatic,18,Gasoline,24,Automatic transmission,2010 Suzuki Grand Vitara Limited 3.2L,Suzuki,2010 Suzuki Grand Vitara,2010,230,213
3700,145,202,224,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,27,Manual transmission,2011 Ford Ranger XL,Ford,2011 Ford Ranger,2011,143,154
3701,125,36,166,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic,18,Diesel fuel,24,Automatic transmission,2010 Mercedes-Benz R350 BlueTEC 4Matic,Ford,2010 Mercedes-Benz R-Class,2011,210,400
3702,148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,27,Manual transmission,2011 Ford Ranger XL SuperCab,Ford,2011 Ford Ranger,2011,143,154
3703,148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2011 Ford Ranger XL SuperCab AT,Ford,2011 Ford Ranger,2011,143,154
3704,145,202,224,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,27,Manual transmission,2011 Ford Ranger XL,Ford,2011 Ford Ranger,2011,143,154
3705,125,36,166,All-wheel drive,Mercedes-Benz 3.0L 6 Cylinder 210 hp 400 ft-lbs Turbo Diesel,TRUE,7,7 Speed Automatic,18,Diesel fuel,24,Automatic transmission,2010 Mercedes-Benz R350 BlueTEC 4Matic,Ford,2010 Mercedes-Benz R-Class,2011,210,400
3706,148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,27,Manual transmission,2011 Ford Ranger XL SuperCab,Ford,2011 Ford Ranger,2011,143,154
3707,148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2011 Ford Ranger XLT SuperCab AT,Ford,2011 Ford Ranger,2011,143,154
3708,148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Manual,16,Gasoline,21,Manual transmission,2011 Ford Ranger XLT SuperCab V6,Ford,2011 Ford Ranger,2011,207,238
3709,148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Ford Ranger XLT SuperCab V6 AT,Ford,2011 Ford Ranger,2011,207,238
3710,148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Manual,22,Gasoline,27,Manual transmission,2011 Ford Ranger XLT SuperCab 4-Door,Ford,2011 Ford Ranger,2011,143,154
3711,148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,TRUE,5,5 Speed Automatic,19,Gasoline,24,Automatic transmission,2011 Ford Ranger XLT SuperCab 4-Door AT,Ford,2011 Ford Ranger,2011,143,154
3712,183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Manual,15,Gasoline,19,Manual transmission,2011 Ford Ranger XLT SuperCab 4-Door 4X4,Ford,2011 Ford Ranger,2011,207,238
3713,183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,18,Automatic transmission,2011 Ford Ranger XLT SuperCab 4-Door 4X4 AT,Ford,2011 Ford Ranger,2011,207,238
3714,148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Manual,16,Gasoline,21,Manual transmission,2011 Ford Ranger Sport,Ford,2011 Ford Ranger,2011,207,238
3715,148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Ford Ranger Sport AT,Ford,2011 Ford Ranger,2011,207,238
3716,148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Manual,16,Gasoline,21,Manual transmission,2011 Ford Ranger Sport 4-Door,Ford,2011 Ford Ranger,2011,207,238
3717,148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Ford Ranger Sport 4-Door AT,Ford,2011 Ford Ranger,2011,207,238
3718,183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Manual,15,Gasoline,19,Manual transmission,2011 Ford Ranger Sport 4-Door 4X4,Ford,2011 Ford Ranger,2011,207,238
3719,183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,18,Automatic transmission,2011 Ford Ranger Sport 4-Door AT 4X4,Ford,2011 Ford Ranger,2011,207,238
3720,77,102,237,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Chevrolet Silverado 1500 Work Truck 4.8L,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305
3721,77,102,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Chevrolet Silverado 1500 Work Truck 5.3L,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338
3722,77,102,237,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,14,Automatic transmission,2011 Chevrolet Silverado 1500 LT,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305
3723,77,102,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2011 Chevrolet Silverado 1500 LT 5.3L,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338
3724,82,102,237,Four-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2011 Chevrolet Silverado 1500 Work Truck 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,195,260
3725,82,102,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission,2011 Chevrolet Silverado 1500 Work Truck 4.8L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305
3726,82,102,237,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Chevrolet Silverado 1500 Work Truck 5.3L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338
3727,82,102,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Chevrolet Silverado 1500 LT 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305
3728,82,102,237,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2011 Chevrolet Silverado 1500 LT 5.3L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338
3729,74,70,237,Rear-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,TRUE,4,4 Speed Automatic,15,Gasoline,20,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box Work Truck,Chevrolet,2011 Chevrolet Silverado 1500,2011,195,260
3730,74,70,237,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,14,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box Work Truck 4.8L,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305
3731,74,70,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box Work Truck 5.3L,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338
3732,74,70,237,Rear-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,14,Gasoline,19,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box LT,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305
3733,74,70,237,Rear-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,TRUE,6,6 Speed Automatic,15,Gasoline,21,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box LT 5.3L,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338
3734,82,70,237,Four-wheel drive,Chevrolet 4.3L 6 Cylinder 195 hp 260 ft-lbs,TRUE,4,4 Speed Automatic,14,Gasoline,18,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box Work Truck 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,195,260
3735,82,70,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,13,Gasoline,18,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box Work Truck 4.8L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305
3736,82,70,237,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box Work Truck 5.3L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338
3737,82,70,237,Four-wheel drive,Chevrolet 4.8L 8 Cylinder 302 hp 305 ft-lbs FFV,TRUE,4,4 Speed Automatic,10,E85,13,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box LT 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,302,305
3738,82,70,237,Four-wheel drive,Chevrolet 5.3L 8 Cylinder 315 hp 338 ft-lbs FFV,TRUE,6,6 Speed Automatic,11,E85,16,Automatic transmission,2011 Chevrolet Silverado 1500 Long Box LT 5.3L 4WD,Chevrolet,2011 Chevrolet Silverado 1500,2011,315,338
3739,135,53,24,Rear-wheel drive,Lexus 5L 8 Cylinder 416hp 371 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Lexus IS F Sedan,Lexus,2010 Lexus IS F,2010,416,371
3740,135,53,24,Rear-wheel drive,Lexus 5L 8 Cylinder 416hp 371 ft-lbs,TRUE,8,8 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2011 Lexus IS F Sedan,Lexus,2011 lexus IS F,2011,416,371
3741,234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Nissan Frontier King Cab SE V6 AT,Nissan,2010 Nissan Frontier,2010,261,281
3742,234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Nissan Frontier King Cab PRO-4X,Nissan,2010 Nissan Frontier,2010,261,281
3743,208,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Automatic,17,Gasoline,22,Automatic transmission,2010 Nissan Frontier King Cab XE AT,Nissan,2010 Nissan Frontier,2010,152,171
3744,234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,15,Gasoline,19,Manual transmission,2010 Nissan Frontier King Cab SE V6 4x4,Nissan,2010 Nissan Frontier,2010,261,281
3745,234,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Manual,19,Gasoline,23,Manual transmission,2010 Nissan Frontier King Cab SE,Nissan,2010 Nissan Frontier,2010,152,171
3746,234,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,14,Gasoline,19,Automatic transmission,2010 Nissan Frontier King Cab SE V6 4x4 AT,Nissan,2010 Nissan Frontier,2010,261,281
3747,234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,5,5 Speed Automatic,15,Gasoline,20,Automatic transmission,2010 Nissan Frontier King Cab LE,Nissan,2010 Nissan Frontier,2010,261,281
3748,234,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,TRUE,6,6 Speed Manual,16,Gasoline,20,Manual transmission,2010 Nissan Frontier King Cab SE V6,Nissan,2010 Nissan Frontier,2010,261,281
3749,208,99,57,Rear-wheel drive,Nissan 2.5L 4 Cylinder 152 hp 171 ft-lbs,TRUE,5,5 Speed Manual,19,Gasoline,23,Manual transmission,2010 Nissan Frontier King Cab XE,Nissan,2010 Nissan Frontier,2010,152,171
